,small_cars,large_cars
0,0,0
1,2,1
2,4,1
3,3,0
4,4,0
5,4,0
6,4,0
7,7,0
8,6,0
9,6,0
10,6,0
11,5,0
12,4,0
13,4,1
14,4,2
15,5,1
16,2,1
17,4,0
18,4,1
19,4,1
20,4,2
21,4,1
22,3,1
23,4,1
24,3,1
25,3,1
26,3,0
27,2,0
28,2,1
29,2,1
30,3,1
31,3,1
32,4,2
33,2,1
34,2,1
35,4,2
36,4,2
37,4,3
38,4,1
39,5,0
40,5,1
41,6,3
42,6,0
43,6,0
44,6,0
45,4,1
46,4,0
47,6,0
48,7,0
49,6,1
50,8,1
51,8,1
52,6,1
53,7,0
54,7,0
55,8,0
56,7,0
57,7,0
58,7,0
59,6,0
60,7,1
61,6,0
62,7,0
63,6,0
64,7,0
65,5,0
66,6,0
67,9,0
68,5,0
69,4,0
70,7,0
71,7,0
72,6,0
73,6,0
74,6,0
75,6,0
76,6,0
77,4,0
78,4,0
79,5,0
80,5,0
81,6,0
82,5,0
83,6,0
84,6,0
85,5,0
86,6,0
87,6,0
88,5,1
89,5,0
90,5,0
91,5,0
92,5,0
93,6,0
94,6,0
95,6,0
96,5,1
97,4,1
98,5,1
99,4,0
100,5,0
101,4,1
102,6,0
103,5,0
104,6,0
105,5,0
106,5,0
107,4,0
108,5,0
109,4,0
110,5,0
111,5,0
112,6,0
113,5,0
114,6,0
115,6,1
116,4,1
117,4,0
118,4,0
119,4,1
120,4,0
121,3,0
122,3,0
123,3,1
124,1,1
125,1,2
126,2,2
127,0,2
128,0,2
129,0,2
130,0,2
131,0,2
132,0,2
133,1,2
134,1,1
135,2,0
136,2,2
137,2,1
138,2,1
139,2,2
140,3,1
141,3,1
142,4,1
143,3,1
144,3,0
145,4,0
146,4,0
147,4,0
148,4,1
149,4,1
150,3,1
151,4,1
152,3,2
153,4,1
154,5,1
155,4,0
156,4,0
157,5,0
158,5,0
159,6,1
160,4,1
161,4,0
162,5,0
163,5,0
164,5,0
165,5,0
166,5,1
167,5,1
168,3,1
169,4,1
170,3,1
171,3,1
172,2,1
173,2,3
174,1,2
175,1,4
176,1,3
177,0,1
178,0,1
179,0,1
180,0,1
181,1,1
182,1,1
183,2,1
184,1,1
185,2,2
186,3,2
187,3,1
188,4,1
189,4,1
190,3,0
191,3,0
192,2,0
193,3,0
194,4,0
195,3,0
196,3,0
197,3,0
198,3,0
199,4,0
200,4,1
201,3,1
202,3,1
203,3,3
204,4,0
205,2,1
206,0,2
207,1,1
208,0,1
209,0,0
210,0,1
211,1,1
212,1,1
213,2,1
214,2,1
215,2,0
216,3,0
217,3,0
218,3,0
219,3,0
220,4,0
221,4,0
222,3,0
223,4,0
224,5,0
225,5,0
226,5,0
227,6,1
228,5,0
229,5,0
230,5,0
231,3,0
232,4,0
233,4,0
234,4,1
235,3,0
236,4,0
237,5,0
238,4,0
239,4,0
240,6,0
241,4,1
242,5,0
243,6,0
244,5,0
245,4,0
246,4,0
247,5,0
248,6,0
249,5,1
250,6,0
251,4,0
252,4,0
253,5,0
254,5,0
255,3,0
256,3,1
257,3,1
258,0,1
259,1,1
260,1,1
261,3,1
262,2,2
263,2,2
264,2,0
265,2,0
266,2,0
267,2,0
268,3,1
269,3,1
270,3,1
271,3,1
272,2,0
273,2,1
274,1,1
275,1,1
276,1,1
277,0,1
278,2,1
279,2,2
280,1,1
281,2,1
282,1,1
283,3,1
284,3,1
285,3,1
286,3,1
287,3,1
288,4,1
289,4,1
290,5,1
291,5,0
292,4,1
293,4,0
294,4,0
295,3,0
296,5,0
297,3,0
298,3,0
299,3,0
300,3,1
301,2,0
302,1,0
303,1,0
304,1,0
305,1,0
306,1,0
307,1,0
308,0,0
309,0,0
310,0,1
311,0,1
312,0,0
313,0,1
314,0,1
315,0,0
316,0,1
317,0,1
318,0,0
319,0,1
320,0,1
321,0,1
322,0,1
323,0,1
324,0,1
325,1,1
326,1,0
327,3,0
328,3,0
329,3,0
330,3,0
331,3,0
332,4,0
333,5,0
334,6,0
335,4,0
336,4,0
337,6,0
338,6,0
339,5,0
340,5,0
341,4,0
342,4,0
343,4,0
344,4,0
345,2,0
346,2,1
347,2,1
348,0,1
349,1,1
350,1,1
351,0,2
352,0,1
353,0,2
354,0,1
355,0,1
356,0,1
357,0,1
358,0,1
359,0,1
360,0,1
361,0,1
362,2,1
363,2,1
364,3,0
365,2,2
366,2,1
367,4,0
368,3,1
369,4,1
370,4,0
371,4,0
372,4,0
373,5,0
374,5,0
375,6,0
376,6,0
377,6,0
378,6,0
379,5,0
380,4,0
381,4,0
382,6,0
383,5,0
384,5,0
385,5,0
386,5,0
387,5,0
388,4,2
389,4,0
390,4,0
391,4,0
392,6,1
393,4,0
394,4,0
395,5,0
396,5,0
397,6,0
398,5,0
399,5,0
400,6,0
401,5,0
402,6,0
403,5,0
404,4,0
405,4,0
406,2,0
407,2,0
408,3,0
409,2,0
410,2,1
411,2,1
412,3,1
413,0,3
414,1,2
415,2,2
416,2,2
417,2,3
418,1,2
419,1,1
420,2,2
421,1,2
422,3,2
423,3,0
424,4,0
425,4,0
426,5,0
427,4,0
428,6,1
429,4,0
430,5,0
431,4,0
432,6,0
433,6,0
434,6,0
435,6,1
436,4,0
437,5,1
438,5,1
439,5,1
440,5,1
441,5,0
442,5,2
443,2,1
444,2,1
445,1,2
446,2,0
447,1,2
448,2,3
449,0,2
450,1,1
451,0,2
452,1,2
453,1,1
454,2,1
455,1,1
456,3,1
457,3,1
458,3,1
459,4,2
460,3,1
461,4,1
462,4,0
463,4,0
464,5,0
465,5,0
466,5,0
467,5,0
468,6,0
469,6,0
470,6,0
471,6,0
472,6,0
473,6,0
474,7,0
475,6,0
476,6,0
477,5,0
478,6,0
479,8,0
480,6,0
481,6,0
482,5,0
483,6,0
484,5,0
485,5,0
486,6,0
487,5,1
488,5,0
489,4,0
490,4,0
491,3,0
492,2,1
493,4,0
494,3,0
495,2,0
496,2,1
497,1,1
498,1,1
499,1,1
500,1,1
501,2,1
502,2,1
503,2,1
504,3,2
505,3,1
506,4,0
507,5,0
508,5,0
509,5,0
510,4,0
511,5,0
512,6,0
513,5,0
514,5,0
515,5,0
516,5,0
517,5,0
518,5,0
519,5,0
520,6,1
521,6,0
522,5,0
523,5,0
524,6,0
525,5,1
526,5,0
527,5,0
528,4,0
529,4,0
530,2,1
531,3,1
532,1,1
533,1,1
534,1,2
535,1,2
536,1,1
537,2,2
538,2,1
539,1,2
540,2,0
541,2,1
542,1,1
543,3,1
544,3,0
545,2,0
546,2,0
547,4,0
548,3,0
549,2,1
550,2,2
551,2,2
552,0,3
553,1,1
554,0,2
555,2,1
556,0,1
557,2,1
558,3,0
559,3,0
560,4,0
561,3,0
562,2,0
563,2,0
564,1,0
565,1,1
566,1,1
567,1,2
568,1,1
569,1,1
570,0,1
571,0,1
572,1,1
573,1,0
574,1,0
575,1,0
576,1,0
577,1,0
578,1,0
579,1,0
580,1,0
581,2,0
582,3,0
583,3,0
584,4,0
585,3,0
586,5,0
587,4,0
588,4,0
589,4,0
590,5,0
591,3,0
592,3,0
593,3,0
594,3,0
595,3,0
596,2,1
597,1,2
598,1,2
599,0,2
600,1,2
601,0,1
602,0,1
603,0,1
604,1,1
605,2,0
606,2,0
607,2,0
608,2,0
609,3,0
610,3,0
611,4,0
612,4,1
613,4,0
614,3,0
615,3,0
616,3,0
617,3,1
618,2,1
619,3,1
620,3,1
621,2,1
622,1,1
623,1,2
624,1,2
625,1,2
626,1,3
627,1,2
628,1,3
629,2,2
630,1,2
631,2,2
632,2,0
633,2,0
634,2,0
635,2,0
636,2,0
637,3,0
638,4,0
639,5,1
640,4,0
641,4,0
642,5,0
643,3,1
644,5,0
645,3,1
646,4,0
647,5,0
648,5,0
649,5,0
650,6,0
651,5,0
652,5,0
653,6,0
654,5,0
655,5,0
656,4,0
657,5,1
658,5,1
659,6,1
660,4,1
661,6,1
662,6,1
663,5,1
664,4,2
665,3,1
666,5,2
667,6,2
668,6,2
669,4,1
670,4,1
671,4,0
672,3,1
673,5,1
674,4,1
675,2,2
676,4,2
677,3,2
678,4,1
679,4,2
680,5,2
681,4,2
682,3,1
683,4,2
684,4,1
685,4,1
686,5,0
687,5,0
688,4,0
689,6,0
690,5,0
691,4,0
692,4,2
693,5,0
694,4,0
695,4,0
696,5,0
697,6,1
698,5,0
699,4,0
700,3,0
701,4,0
702,5,0
703,6,0
704,4,0
705,4,0
706,5,0
707,5,0
708,5,0
709,5,0
710,5,0
711,5,0
712,5,0
713,5,1
714,4,1
715,5,1
716,5,0
717,3,0
718,2,1
719,2,1
720,2,3
721,3,3
722,1,3
723,3,1
724,2,1
725,1,1
726,3,1
727,4,1
728,5,0
729,4,1
730,4,2
731,3,0
732,2,2
733,2,2
734,1,2
735,1,2
736,1,1
737,1,1
738,2,1
739,2,0
740,3,2
741,3,2
742,2,1
743,2,0
744,2,0
745,2,0
746,1,1
747,1,0
748,1,0
749,1,1
750,1,1
751,1,1
752,1,1
753,1,1
754,1,1
755,1,1
756,1,1
757,1,1
758,1,1
759,1,1
760,0,0
761,0,0
762,0,0
763,0,0
764,0,1
765,0,1
766,0,1
767,0,1
768,0,0
769,0,1
770,0,1
771,1,1
772,2,1
773,2,1
774,2,1
775,2,0
776,3,0
777,3,0
778,3,0
779,3,0
780,4,1
781,5,0
782,3,1
783,5,0
784,5,0
785,5,1
786,6,1
787,6,1
788,7,1
789,6,0
790,6,0
791,6,1
792,6,2
793,8,1
794,7,1
795,6,1
796,7,1
797,7,1
798,7,1
799,7,0
800,8,0
801,9,1
802,8,1
803,8,1
804,8,0
805,8,0
806,7,0
807,6,0
808,7,0
809,6,0
810,6,0
811,7,0
812,6,0
813,6,0
814,6,0
815,8,0
816,7,0
817,6,0
818,5,0
819,7,0
820,7,0
821,7,0
822,5,0
823,5,0
824,6,0
825,6,0
826,5,0
827,7,0
828,6,1
829,5,0
830,6,0
831,6,0
832,6,0
833,5,0
834,5,1
835,7,0
836,7,1
837,6,0
838,5,0
839,6,0
840,2,1
841,5,0
842,4,0
843,3,1
844,2,1
845,3,1
846,3,3
847,3,1
848,3,2
849,2,1
850,3,1
851,2,1
852,2,1
853,2,1
854,2,1
855,1,1
856,1,1
857,1,1
858,2,1
859,2,1
860,3,0
861,3,0
862,3,0
863,2,0
864,3,0
865,4,0
866,4,0
867,4,0
868,3,0
869,3,0
870,3,0
871,4,0
872,4,1
873,4,1
874,4,1
875,4,0
876,3,0
877,3,0
878,3,2
879,2,2
880,3,2
881,2,2
882,3,1
883,2,1
884,3,1
885,4,1
886,4,1
887,4,1
888,4,1
889,3,2
890,4,1
891,3,3
892,1,1
893,0,3
894,1,3
895,0,3
896,2,2
897,1,2
898,1,2
899,0,2
900,2,2
901,1,1
902,1,1
903,1,0
904,1,0
905,2,0
906,3,0
907,3,0
908,3,0
909,3,0
910,2,0
911,4,0
912,3,0
913,4,0
914,4,0
915,5,0
916,6,0
917,5,0
918,6,0
919,8,0
920,7,0
921,7,0
922,6,0
923,6,0
924,6,0
925,4,0
926,3,0
927,3,0
928,2,2
929,4,2
930,5,0
931,5,0
932,5,0
933,7,0
934,7,0
935,3,0
936,7,0
937,4,1
938,3,0
939,4,0
940,4,0
941,4,0
942,3,0
943,3,0
944,3,0
945,3,0
946,4,0
947,5,0
948,5,0
949,5,0
950,5,0
951,5,0
952,5,0
953,6,0
954,6,0
955,5,0
956,5,0
957,6,0
958,6,0
959,7,0
960,5,0
961,5,0
962,4,0
963,4,0
964,4,1
965,3,2
966,5,0
967,5,0
968,3,2
969,4,1
970,3,0
971,3,1
972,2,0
973,2,0
974,3,2
975,4,0
976,2,1
977,4,0
978,4,0
979,4,0
980,4,0
981,4,1
982,4,0
983,5,0
984,5,0
985,6,0
986,6,0
987,5,1
988,3,0
989,3,0
990,4,0
991,3,1
992,4,0
993,5,0
994,5,0
995,6,0
996,6,0
997,6,0
998,6,0
999,6,0
1000,5,0
1001,6,0
1002,5,0
1003,4,0
1004,4,0
1005,5,0
1006,5,0
1007,6,0
1008,6,0
1009,5,0
1010,5,0
1011,5,1
1012,7,0
1013,6,0
1014,7,0
1015,5,0
1016,5,0
1017,4,0
1018,6,0
1019,6,0
1020,6,0
1021,6,0
1022,4,0
1023,4,0
1024,5,0
1025,4,0
1026,5,1
1027,7,0
1028,5,0
1029,5,0
1030,5,0
1031,6,0
1032,6,0
1033,5,0
1034,6,0
1035,5,0
1036,6,0
1037,5,0
1038,3,1
1039,2,2
1040,2,1
1041,3,1
1042,3,1
1043,4,1
1044,4,2
1045,5,1
1046,4,1
1047,4,2
1048,4,2
1049,3,1
1050,3,2
1051,4,1
1052,4,1
1053,4,1
1054,3,1
1055,3,0
1056,3,1
1057,4,1
1058,4,1
1059,4,0
1060,5,0
1061,4,0
1062,4,0
1063,4,0
1064,4,0
1065,3,0
1066,5,0
1067,2,0
1068,3,0
1069,3,0
1070,4,0
1071,3,0
1072,4,0
1073,4,0
1074,4,0
1075,3,0
1076,3,0
1077,3,0
1078,4,0
1079,4,0
1080,4,0
1081,5,0
1082,4,1
1083,5,1
1084,4,1
1085,6,0
1086,5,0
1087,5,0
1088,7,0
1089,6,0
1090,6,0
1091,5,0
1092,5,0
1093,5,0
1094,6,0
1095,3,2
1096,4,2
1097,4,1
1098,4,1
1099,3,1
1100,4,0
1101,5,0
1102,4,0
1103,4,0
1104,4,0
1105,5,0
1106,6,0
1107,5,0
1108,4,1
1109,7,1
1110,5,0
1111,6,0
1112,7,0
1113,7,0
1114,6,0
1115,5,0
1116,5,0
1117,7,0
1118,3,1
1119,3,0
1120,1,2
1121,2,2
1122,3,3
1123,4,0
1124,4,0
1125,3,0
1126,3,0
1127,3,1
1128,3,0
1129,4,0
1130,3,0
1131,3,0
1132,2,1
1133,3,2
1134,4,0
1135,3,0
1136,4,2
1137,5,0
1138,4,1
1139,3,2
1140,4,0
1141,3,0
1142,2,1
1143,1,1
1144,1,1
1145,1,1
1146,1,1
1147,2,1
1148,2,1
1149,1,2
1150,2,1
1151,2,0
1152,2,0
1153,4,0
1154,3,0
1155,3,0
1156,2,2
1157,2,0
1158,3,0
1159,3,0
1160,4,0
1161,4,0
1162,4,0
1163,5,0
1164,5,0
1165,5,0
1166,5,0
1167,5,0
1168,6,0
1169,8,0
1170,6,0
1171,7,0
1172,6,0
1173,4,0
1174,6,0
1175,6,0
1176,5,0
1177,6,0
1178,5,0
1179,4,0
1180,6,0
1181,4,0
1182,3,1
1183,4,0
1184,3,1
1185,4,0
1186,6,0
1187,6,0
1188,6,0
1189,6,0
1190,5,0
1191,5,0
1192,5,1
1193,5,0
1194,5,0
1195,5,0
1196,6,0
1197,4,0
1198,5,0
1199,7,0
1200,6,0
1201,6,0
1202,6,0
1203,8,0
1204,7,0
1205,6,2
1206,4,0
1207,5,0
1208,4,0
1209,7,0
1210,6,1
1211,4,0
1212,4,1
1213,4,0
1214,3,1
1215,2,1
1216,2,2
1217,2,1
1218,2,1
1219,2,0
1220,0,3
1221,1,3
1222,1,1
1223,1,1
1224,1,1
1225,0,1
1226,0,1
1227,0,1
1228,1,1
1229,1,1
1230,2,1
1231,3,1
1232,3,1
1233,2,0
1234,3,0
1235,2,1
1236,2,2
1237,3,1
1238,1,1
1239,2,1
1240,0,2
1241,0,2
1242,0,2
1243,0,2
1244,0,1
1245,0,1
1246,0,1
1247,0,1
1248,0,1
1249,0,1
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,1
1255,0,1
1256,0,1
1257,0,1
1258,0,1
1259,0,1
1260,0,1
1261,0,1
1262,0,1
1263,0,0
1264,0,1
1265,0,0
1266,1,1
1267,1,1
1268,1,1
1269,1,1
1270,2,2
1271,2,1
1272,2,0
1273,2,0
1274,2,0
1275,4,1
1276,4,0
1277,4,0
1278,3,1
1279,5,1
1280,5,1
1281,4,0
1282,4,0
1283,4,0
1284,6,1
1285,4,1
1286,5,2
1287,7,0
1288,6,1
1289,5,0
1290,4,0
1291,4,0
1292,4,0
1293,4,0
1294,6,0
1295,5,0
1296,5,0
1297,6,0
1298,7,0
1299,6,0
1300,6,0
1301,8,0
1302,7,0
1303,4,0
1304,5,0
1305,4,0
1306,5,0
1307,5,0
1308,6,0
1309,5,0
1310,4,0
1311,4,0
1312,5,0
1313,5,0
1314,3,0
1315,3,0
1316,3,1
1317,3,1
1318,1,1
1319,2,1
1320,2,3
1321,2,2
1322,2,1
1323,4,1
1324,3,1
1325,4,0
1326,4,0
1327,5,1
1328,3,0
1329,3,1
1330,4,0
1331,5,0
1332,4,0
1333,2,1
1334,2,2
1335,2,1
1336,1,3
1337,3,3
1338,2,2
1339,1,2
1340,1,2
1341,1,2
1342,1,2
1343,0,1
1344,0,1
1345,0,1
1346,0,0
1347,0,1
1348,0,0
1349,0,1
1350,0,1
1351,0,1
1352,0,1
1353,0,1
1354,0,0
1355,0,0
1356,0,0
1357,0,0
1358,1,1
1359,0,1
1360,0,0
1361,0,0
1362,0,1
1363,0,1
1364,0,1
1365,0,1
1366,1,1
1367,1,1
1368,1,1
1369,2,0
1370,2,0
1371,3,0
1372,3,0
1373,3,0
1374,4,0
1375,4,0
1376,4,0
1377,5,0
1378,4,0
1379,3,0
1380,4,1
1381,5,0
1382,5,0
1383,5,0
1384,5,0
1385,4,0
1386,2,1
1387,4,0
1388,4,0
1389,3,0
1390,4,0
1391,4,0
1392,6,1
1393,5,0
1394,6,0
1395,5,1
1396,5,1
1397,6,0
1398,5,0
1399,6,0
1400,7,0
1401,7,0
1402,4,0
1403,3,0
1404,4,0
1405,4,0
1406,4,0
1407,5,0
1408,6,0
1409,5,0
1410,6,0
1411,5,1
1412,4,1
1413,5,0
1414,5,0
1415,5,0
1416,6,0
1417,5,0
1418,5,1
1419,5,0
1420,6,0
1421,5,0
1422,4,0
1423,5,0
1424,4,0
1425,3,0
1426,5,0
1427,4,0
1428,4,0
1429,4,2
1430,4,1
1431,5,0
1432,5,0
1433,5,0
1434,3,0
1435,4,0
1436,5,0
1437,5,0
1438,5,0
1439,5,0
1440,6,0
1441,6,0
1442,5,0
1443,4,0
1444,5,0
1445,5,0
1446,6,0
1447,5,0
1448,6,1
1449,4,1
1450,4,0
1451,5,0
1452,5,2
1453,4,0
1454,4,0
1455,4,0
1456,4,1
1457,6,0
1458,5,0
1459,5,1
1460,4,0
1461,4,0
1462,3,0
1463,4,0
1464,4,0
1465,4,0
1466,3,1
1467,3,1
1468,5,0
1469,5,0
1470,5,0
1471,3,0
1472,5,0
1473,4,0
1474,5,0
1475,5,0
1476,5,0
1477,4,0
1478,4,1
1479,4,2
1480,5,0
1481,6,2
1482,4,1
1483,6,0
1484,4,0
1485,4,0
1486,5,0
1487,5,0
1488,4,0
1489,4,0
1490,5,0
1491,5,0
1492,5,0
1493,4,2
1494,5,1
1495,4,0
1496,2,1
1497,4,1
1498,4,1
1499,5,0
1500,4,0
1501,4,0
1502,5,1
1503,6,0
1504,4,0
1505,4,0
1506,4,0
1507,6,1
1508,6,0
1509,5,0
1510,4,1
1511,6,0
1512,5,0
1513,5,0
1514,5,1
1515,5,0
1516,6,0
1517,5,1
1518,4,1
1519,4,1
1520,5,0
1521,3,0
1522,4,0
1523,4,2
1524,5,0
1525,4,0
1526,3,0
1527,3,0
1528,4,0
1529,5,0
1530,3,0
1531,4,0
1532,4,0
1533,4,0
1534,3,0
1535,3,0
1536,2,0
1537,2,0
1538,2,0
1539,2,1
1540,1,2
1541,0,1
1542,1,1
1543,1,1
1544,1,2
1545,1,2
1546,2,1
1547,1,1
1548,2,1
1549,2,1
1550,2,2
1551,2,1
1552,3,1
1553,4,1
1554,4,0
1555,3,0
1556,3,0
1557,3,0
1558,3,0
1559,3,0
1560,2,1
1561,1,1
1562,1,1
1563,1,1
1564,1,1
1565,0,1
1566,0,2
1567,0,0
1568,0,0
1569,1,0
1570,1,0
1571,2,0
1572,3,0
1573,3,0
1574,2,1
1575,2,1
1576,2,1
1577,2,1
1578,3,1
1579,3,1
1580,3,0
1581,2,2
1582,2,1
1583,3,0
1584,4,0
1585,4,0
1586,6,0
1587,4,1
1588,5,0
1589,5,0
1590,5,0
1591,4,0
1592,4,0
1593,5,0
1594,6,0
1595,5,0
1596,4,0
1597,5,1
1598,6,0
1599,4,0
1600,5,1
1601,5,0
1602,5,1
1603,5,0
1604,4,0
1605,5,0
1606,4,0
1607,2,1
1608,4,0
1609,3,0
1610,1,1
1611,1,1
1612,3,0
1613,4,0
1614,4,0
1615,5,0
1616,4,0
1617,2,2
1618,4,0
1619,4,0
1620,5,0
1621,3,1
1622,4,0
1623,6,0
1624,6,0
1625,6,0
1626,5,0
1627,4,0
1628,4,0
1629,4,0
1630,4,0
1631,4,0
1632,4,0
1633,4,0
1634,3,0
1635,3,0
1636,4,0
1637,4,0
1638,3,0
1639,2,0
1640,2,0
1641,2,0
1642,2,0
1643,2,0
1644,1,0
1645,1,0
1646,1,0
1647,1,0
1648,1,0
1649,0,0
1650,0,0
1651,1,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,1,0
1658,1,0
1659,2,0
1660,2,0
1661,2,0
1662,2,0
1663,1,0
1664,2,0
1665,1,0
1666,0,1
1667,0,1
1668,1,1
1669,0,0
1670,0,0
1671,0,0
1672,1,0
1673,1,0
1674,1,1
1675,0,1
1676,1,0
1677,1,1
1678,1,0
1679,0,0
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,0,0
1685,0,0
1686,0,0
1687,0,0
1688,0,0
1689,0,0
1690,0,0
1691,0,0
1692,1,0
1693,1,0
1694,1,0
1695,0,1
1696,0,1
1697,1,0
1698,0,0
1699,0,0
1700,1,0
1701,1,0
1702,1,0
1703,1,0
1704,0,0
1705,0,0
1706,0,0
1707,0,1
1708,0,1
1709,1,1
1710,1,0
1711,0,1
1712,0,1
1713,0,0
1714,0,0
1715,0,0
1716,1,0
1717,1,0
1718,1,0
1719,2,0
1720,2,0
1721,1,0
1722,1,0
1723,1,0
1724,1,0
1725,0,0
1726,1,0
1727,1,0
1728,1,0
1729,0,1
1730,0,0
1731,0,0
1732,0,0
1733,0,0
1734,0,0
1735,0,0
1736,0,0
1737,0,0
1738,0,0
1739,0,0
1740,0,0
1741,1,0
1742,1,0
1743,1,0
1744,0,1
1745,0,2
1746,1,1
1747,0,0
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0,1
1761,0,1
1762,0,1
1763,0,0
1764,0,0
1765,1,0
1766,1,0
1767,1,0
1768,1,1
1769,0,1
1770,0,0
1771,0,1
1772,0,1
1773,0,1
1774,0,0
1775,0,0
1776,1,0
1777,1,0
1778,2,0
1779,1,0
1780,1,0
1781,0,0
1782,0,0
1783,0,0
1784,0,0
1785,0,0
1786,0,0
1787,0,0
1788,0,1
1789,0,1
1790,0,1
1791,0,1
1792,0,0
1793,0,0
1794,0,0
1795,1,0
1796,1,0
1797,2,0
1798,2,0
1799,2,1
1800,1,0
1801,1,0
1802,1,0
1803,0,0
1804,0,0
1805,0,0
1806,0,0
1807,0,0
1808,0,0
1809,0,0
1810,0,0
1811,0,0
1812,0,0
1813,0,0
1814,0,0
1815,0,0
1816,0,0
1817,0,0
1818,0,0
1819,0,0
1820,0,0
1821,1,0
1822,1,0
1823,1,0
1824,1,0
1825,2,0
1826,2,0
1827,2,0
1828,2,0
1829,0,1
1830,0,2
1831,1,2
1832,1,1
1833,0,2
1834,0,2
1835,0,0
1836,2,0
1837,2,0
1838,2,0
1839,2,0
1840,2,0
1841,1,0
1842,0,0
1843,0,0
1844,0,0
1845,0,0
1846,0,0
1847,0,0
1848,0,0
1849,0,0
1850,0,0
1851,0,0
1852,0,0
1853,0,0
1854,0,0
1855,0,0
1856,0,0
1857,0,0
1858,0,0
1859,0,0
1860,0,0
1861,0,0
1862,0,0
1863,1,0
1864,1,0
1865,1,0
1866,0,0
1867,1,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,1,0
1873,1,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,0,1
1881,0,1
1882,1,0
1883,0,1
1884,0,1
1885,0,1
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,1,0
1891,1,0
1892,1,1
1893,0,1
1894,2,2
1895,0,2
1896,0,1
1897,0,1
1898,0,1
1899,1,1
1900,1,1
1901,1,1
1902,1,0
1903,1,0
1904,1,0
1905,1,0
1906,1,0
1907,1,0
1908,0,0
1909,1,0
1910,1,0
1911,1,0
1912,1,0
1913,1,0
